0.00100	0.000000499999875
0.10100	0.000050751071719
0.20100	0.000102500501928
0.30100	0.000157228569196
0.40100	0.000216385091690
0.50100	0.000281374886643
0.60100	0.000353543663376
0.70100	0.000434164495998
0.80100	0.000524425017282
0.90100	0.000625415468757
1.00100	0.000738117733889
1.10100	0.000863395471422
1.20100	0.001001985454577
1.30100	0.001154490209000
1.40100	0.001321372028301
1.50100	0.001502948430796
1.60100	0.001699389105030
1.70100	0.001910714374894
1.80100	0.002136795198010
1.90100	0.002377354693722
2.00100	0.002631971179803
2.10100	0.002900082680114
2.20100	0.003180992849194
2.30100	0.003473878244290
2.40100	0.003777796860952
2.50100	0.004091697835189
2.60100	0.004414432203391
2.70100	0.004744764601012
2.80100	0.005081385772420
2.90100	0.005422925757394
3.00100	0.005767967614562
3.10100	0.006115061538604
